User,Brand,Variety,Type,Date,Strength,Taste,Price,Rating
digapwny,Camel,Full Flavor,Unfiltered,2010-04-09,Very Strong,Pleasant,Fair,4
spankey420,Marlboro,Blend No. 54 Menthol,100s,2010-04-14,Strong,Very Pleasant,Low,5
bensonpeter4,Djarum,Black,Regular,2010-04-14,Strong,Very Pleasant,Fair,5
bensonpeter4,Newport,Full Flavor,Regular,2010-04-14,Strong,Pleasant,Fair,4
bensonpeter4,Pall Mall,Full Flavor,Regular,2010-04-14,Medium,Pleasant,Fair,3
bensonpeter4,Camel,No. 9,Regular,2010-04-14,Weak,Pleasant,Fair,4
bensonpeter4,American Spirit,Perique,Regular,2010-04-14,Strong,Pleasant,Fair,3
bensonpeter4,Lucky Strike,Classic,Unfiltered,2010-04-14,Very Strong,Very Pleasant,Fair,5
dmxx99,Marlboro,Lights,Regular,2010-04-17,Medium,Pleasant,High,4
lc1970,Pyramid,Full Flavor,Regular,2010-04-20,Strong,Pleasant,Very Low,4
cdelia11,Camel,Filters Full Flavor,Regular,2010-04-20,Strong,Very Pleasant,High,5
kunal500,Marlboro,Menthol Milds,Regular,2010-04-20,Medium,Very Pleasant,High,5
cdelia11,Marlboro,Reds,Regular,2010-04-20,Strong,Very Poor,High,3
Hurricane,Marlboro,Blend No. 54 Menthol,100s,2010-04-21,Medium,Poor,Low,2
Hurricane,American Spirit,Organic,Regular,2010-04-21,Strong,Very Pleasant,High,4
lorne667,Pall Mall,Straights,Unfiltered,2010-04-21,Strong,Pleasant,High,4
Hurricane,Marlboro,Virginia Blend,Regular,2010-04-21,Strong,Pleasant,Fair,4
lorne667,Marlboro,Virginia Blend,Regular,2010-04-21,Weak,Tolerable,High,3
francine,Virginia Slims,Luxury Lights,120s,2010-04-24,Medium,Very Pleasant,High,5
recordguybrett,Marlboro,Ultra Lights,Regular,2010-04-24,Very Weak,Very Pleasant,High,5
djwhytelyon,Lucky Strike,Classic,Unfiltered,2010-04-27,Strong,Very Pleasant,High,5
recordguybrett,Marlboro,Blend No. 27,Regular,2010-04-27,Medium,Very Pleasant,High,4
dmxx99,Camel,Turkish Silver,Regular,2010-04-27,Weak,Very Pleasant,High,5
mrgetitin88,Newport,Menthol,100s,2010-04-27,Very Strong,Very Pleasant,High,4
MichelleLeigh,Virginia Slims,Full Flavor,100s,2010-04-27,Strong,Very Pleasant,High,5
stormlights,American Spirit,Perique,Regular,2010-04-27,Very Strong,Pleasant,Fair,4
robyne00,Marlboro,Full Flavor,100s,2010-04-27,Very Strong,Tolerable,High,3
Jon2thejon,Pyramid,Full Flavor,Regular,2010-04-29,Medium,Tolerable,Very High,3
Yunii17,Marlboro,Menthol Lights,Regular,2010-05-02,Medium,Very Pleasant,Fair,5
spankey420,Pall Mall,Lights (Blue),Regular,2010-05-09,Medium,Very Pleasant,Low,4
washbrook45,Parliament,Lights (White),Regular,2010-05-09,Medium,Very Pleasant,High,5
spankey420,Parliament,Full Flavor,Regular,2010-05-09,Strong,Very Pleasant,High,5
sometimesmoker17,Camel,Crush,Regular,2010-05-09,Medium,Pleasant,High,4
dan15,Camel,Lights,Regular,2010-05-09,Medium,Very Pleasant,High,4
Hurricane,Marlboro,Reds,Regular,2010-05-09,Strong,Tolerable,Fair,3
DrBro22,Marlboro,Ultra Lights,Regular,2010-05-09,Very Weak,Pleasant,Fair,3
VS100s,Virginia Slims,Full Flavor,100s,2010-05-16,Strong,Very Pleasant,High,5
Jon2thejon,Lucky Strike,Classic,Unfiltered,2010-05-16,Strong,Pleasant,High,4
Tyler,Virginia Slims,Luxury Lights,120s,2010-05-16,Medium,Very Pleasant,High,4
Hurricane,Camel,Crush,Regular,2010-05-16,Strong,Tolerable,Fair,3
jediknight,American Spirit,Organic,Regular,2010-05-16,Weak,Pleasant,High,4
jediknight,Camel,Turkish Silver,Regular,2010-05-16,Weak,Very Pleasant,Fair,5
jediknight,American Spirit,Organic,Regular,2010-05-16,Weak,Very Poor,High,2
Tyler,Newport,Full Flavor,100s,2010-05-16,Medium,Very Pleasant,Fair,5
Tyler,Pall Mall,Full Flavor,Regular,2010-05-16,Strong,Tolerable,Fair,3
Jon2thejon,Lucky Strike,Filters,Regular,2010-05-16,Medium,Very Pleasant,Fair,5
jediknight,American Spirit,Lights,Regular,2010-05-16,Very Weak,Very Poor,High,2
Britt2010,USA Gold,Full Flavor,100s,2010-05-16,Very Strong,Pleasant,Fair,3
loriegirl,Marlboro,Blend No. 27,Regular,2010-05-16,Medium,Very Pleasant,Fair,4
crazy_driver_78,Newport,Full Flavor,Regular,2010-05-18,Very Strong,Tolerable,High,3
layne87,Pall Mall,Straights,Unfiltered,2010-05-19,Medium,Very Pleasant,Fair,5
layne87,Pyramid,Full Flavor,Regular,2010-05-19,Strong,Very Poor,Low,2
LTJ,Dunhill,Full Flavor (Red),Regular,2010-05-21,Strong,Very Pleasant,Fair,5
Whisperjet,Marlboro,Smooth Menthol,Regular,2010-05-23,Medium,Pleasant,Fair,4
Whisperjet,KOOL,XL Green,Regular,2010-05-23,Very Strong,Very Poor,Fair,1
HiLife,Newport,Full Flavor,Regular,2010-05-23,Strong,Tolerable,Fair,3
HiLife,Marlboro,Smooth Menthol,Regular,2010-05-23,Medium,Very Pleasant,Fair,4
Whisperjet,Lucky Strike,Classic,Unfiltered,2010-05-23,Strong,Very Pleasant,Very High,5
Whisperjet,Pall Mall,Full Flavor,Regular,2010-05-23,Medium,Pleasant,Fair,5
HiLife,Pall Mall,Full Flavor,Regular,2010-05-24,Medium,Tolerable,Fair,3
mtg,Virginia Slims,Full Flavor,100s,2010-05-24,Strong,Very Pleasant,High,5
cigmaster7,Camel,Crush,Regular,2010-05-24,Medium,Pleasant,Fair,4
cigmaster7,Camel,Signature Blend Infused,Regular,2010-05-24,Medium,Very Pleasant,Fair,5
Hurricane,Nat Sherman,Hint of Mint,Menthol,2010-05-25,Medium,Very Pleasant,Very High,5
cigmaster7,Nat Sherman,Hint of Mint,Menthol,2010-05-25,Weak,Pleasant,Very High,4
HiLife,Pall Mall,Menthol,Regular,2010-05-26,Medium,Pleasant,Fair,4
Fletcher1953,Maverick,Menthol (Silver),100s,2010-05-26,Medium,Very Pleasant,High,4
Ryan,Marlboro,Blend No. 27,Regular,2010-05-28,Medium,Very Pleasant,High,5
HiLife,Djarum,Black,Regular,2010-05-29,Very Strong,Very Pleasant,High,5
Formabletag,KOOL,Milds,Regular,2010-05-30,Medium,Very Pleasant,Very High,3
vlouise196940,Marlboro,Full Flavor,100s,2010-05-30,Strong,Pleasant,Fair,4
HiLife,American Spirit,Lights,Regular,2010-05-31,Weak,Tolerable,Fair,3
Ryan,Newport,Full Flavor,Regular,2010-06-02,Very Strong,Very Pleasant,Fair,4
Sobes,Dunhill,Full Flavor (Red),Regular,2010-06-03,Strong,Pleasant,Very High,4
kunal500,Winston,Full Flavor,Regular,2010-06-07,Medium,Pleasant,Fair,4
innocent_pistol2,Marlboro,Smooth Menthol,Regular,2010-06-08,Very Strong,Very Pleasant,Fair,5
moose,Virginia Slims,Luxury Lights,120s,2010-06-09,Medium,Very Pleasant,High,5
Randib3,USA Gold,Full Flavor,100s,2010-06-10,Strong,Very Pleasant,Fair,5
STRIKER,Camel,Crush,Regular,2010-06-10,Medium,Pleasant,Fair,4
HiLife,American Spirit,Full Flavor,Regular,2010-06-11,Strong,Pleasant,High,4
pallmall345,Pall Mall,Full Flavor,100s,2010-06-14,Strong,Pleasant,Low,5
pallmall345,Marlboro,Reds,100s,2010-06-14,Strong,Pleasant,High,4
marbsmoker96,Camel,Lights,Regular,2010-06-18,Medium,Tolerable,Fair,3
ddivel,Pall Mall,Full Flavor,100s,2010-06-18,Medium,Pleasant,Low,5
Bernardblack,Marlboro,Lights,Regular,2010-06-18,Medium,Very Pleasant,Fair,5
marbsmoker96,Marlboro,Reds,Regular,2010-06-18,Strong,Tolerable,Fair,3
sheedayzee,Misty,Menthol,120s,2010-06-21,Medium,Very Pleasant,High,5
HiLife,Marlboro,Blend No. 27,Regular,2010-06-21,Strong,Very Pleasant,Fair,5
kunal500,Marlboro,Menthol,Regular,2010-06-22,Strong,Pleasant,Fair,4
TeeMcThugNasty,Camel,Menthol (Silver),Regular,2010-06-23,Strong,Pleasant,Fair,4
JimC827,Maverick,Full Flavor,100s,2010-06-24,Strong,Pleasant,Fair,3
HiLife,Marlboro,Blend No. 54 Menthol,100s,2010-06-25,Medium,Pleasant,Fair,3
chipperdipper,L&M,Lights,Regular,2010-07-01,Medium,Very Pleasant,Low,5
chipperdipper,Pall Mall,Straights,Unfiltered,2010-07-01,Medium,Very Poor,Very High,1
chipperdipper,Marlboro,Menthol Lights,Regular,2010-07-01,Medium,Pleasant,High,3
chipperdipper,USA Gold,Full Flavor,Regular,2010-07-01,Very Strong,Very Poor,Fair,1
chipperdipper,Camel,Filters Full Flavor,Regular,2010-07-01,Medium,Poor,High,1
chipperdipper,Sonoma,Full Flavor,Regular,2010-07-01,Strong,Poor,Fair,3
chipperdipper,Newport,Full Flavor,Regular,2010-07-01,Medium,Very Poor,Very High,1
chipperdipper,Camel,Lights,Regular,2010-07-01,Medium,Pleasant,High,4
chipperdipper,Marlboro,Smooth Menthol,Regular,2010-07-01,Strong,Very Poor,High,1
chipperdipper,KOOL,Milds,Regular,2010-07-01,Medium,Very Pleasant,High,5
chipperdipper,Camel,No. 9,Regular,2010-07-01,Weak,Very Pleasant,High,4
chipperdipper,Marlboro,Medium,Regular,2010-07-01,Strong,Pleasant,High,4
chipperdipper,Marlboro,Menthol,Regular,2010-07-01,Strong,Pleasant,High,5
chipperdipper,Marlboro,Special Blend Red,Regular,2010-07-01,Weak,Very Poor,Fair,1
chipperdipper,Camel,Crush,Regular,2010-07-01,Strong,Pleasant,High,4
chipperdipper,Pall Mall,Full Flavor,Regular,2010-07-01,Medium,Tolerable,Fair,3
chipperdipper,Camel,No. 9 Menthol,Regular,2010-07-01,Very Weak,Tolerable,High,2
chipperdipper,KOOL,Menthol,Regular,2010-07-01,Medium,Pleasant,High,4
chipperdipper,Marlboro,72's,Regular,2010-07-01,Very Strong,Very Pleasant,High,5
chipperdipper,Marlboro,Blend No. 54 Menthol,100s,2010-07-01,Medium,Pleasant,High,4
chipperdipper,Winston,Lights,Regular,2010-07-01,Very Weak,Very Poor,High,1
chipperdipper,Marlboro,Ultra Lights,Regular,2010-07-01,Very Weak,Very Poor,High,1
chipperdipper,Salem,Green Label Full Flavor,Regular,2010-07-01,Very Weak,Very Poor,High,1
chipperdipper,Pall Mall,Menthol,Regular,2010-07-01,Weak,Very Poor,Low,1
chipperdipper,Marlboro,Blend No. 27,Regular,2010-07-01,Weak,Poor,High,2
chipperdipper,Marlboro,Lights,Regular,2010-07-01,Weak,Poor,High,1
chipperdipper,Camel,Signature Blend Frost,Regular,2010-07-01,Medium,Tolerable,High,3
chipperdipper,Marlboro,Reds,Regular,2010-07-01,Very Strong,Very Pleasant,High,5
chipperdipper,Marlboro,Special Blend Gold Lights,Regular,2010-07-01,Weak,Pleasant,Fair,3
chipperdipper,Camel,Menthol (Silver),Regular,2010-07-01,Strong,Poor,High,1
chipperdipper,Lucky Strike,Classic,Unfiltered,2010-07-01,Very Strong,Very Pleasant,Very High,5
VSprincess,Virginia Slims,Full Flavor,100s,2010-07-04,Strong,Very Pleasant,High,5
HiLife,Marlboro,Reds,Regular,2010-07-06,Strong,Tolerable,High,3
kunal500,Winston,Lights,Regular,2010-07-07,Medium,Pleasant,Fair,5
smoker09,Parliament,Lights (White),Regular,2010-07-08,Medium,Tolerable,High,3
smoker09,KOOL,Menthol,Regular,2010-07-08,Strong,Very Pleasant,Fair,5
Jacki,Virginia Slims,Luxury Lights,120s,2010-07-08,Strong,Very Pleasant,Fair,5
smoker09,Newport,Full Flavor,Regular,2010-07-09,Strong,Tolerable,High,2
Tammy L. Clemens,Virginia Slims,Luxury Lights,120s,2010-07-10,Strong,Very Pleasant,High,5
cnote,Marlboro,Smooth Menthol,Regular,2010-07-15,Medium,Very Pleasant,Fair,5
Maxwell,Marlboro,Special Blend Red,Regular,2010-07-16,Medium,Tolerable,High,3
kunal500,Marlboro,Virginia Blend,Regular,2010-07-16,Medium,Pleasant,Fair,4
kregly999,American Spirit,Perique,Regular,2010-07-17,Medium,Very Pleasant,Very High,5
stage1stang,Pall Mall,Menthol,100s,2010-07-17,Medium,Very Pleasant,Fair,4
bharper78,Marlboro,Reds,Regular,2010-08-01,Strong,Very Pleasant,High,3
bharper78,American Spirit,Full Flavor,Regular,2010-08-01,Medium,Pleasant,Very High,4
bharper78,305's,Full Flavor,Regular,2010-08-01,Very Strong,Pleasant,Fair,4
bharper78,American Spirit,Full Flavor,Regular,2010-08-03,Medium,Pleasant,High,4
nfonten,Djarum,Specials,Regular,2010-08-05,Strong,Very Pleasant,High,5
ladywolf737,Pall Mall,Menthol,100s,2010-08-05,Strong,Very Pleasant,Fair,5
nfonten,Camel,Turkish Silver,Regular,2010-08-05,Weak,Pleasant,Fair,4
Tahiti,Newport,Full Flavor,100s,2010-08-05,Medium,Pleasant,Very High,5
bharper78,Parliament,Full Flavor,Regular,2010-08-05,Very Strong,Very Pleasant,Very High,5
Tahiti,Marlboro,Reds,100s,2010-08-05,Very Strong,Tolerable,Very High,3
Cody85,Marlboro,Medium,Regular,2010-08-06,Medium,Very Pleasant,High,5
S_Divinorum,Marlboro,Reds,Regular,2010-08-06,Strong,Pleasant,High,4
S_Divinorum,Camel,Filters Full Flavor,Regular,2010-08-06,Strong,Very Pleasant,High,5
S_Divinorum,Pall Mall,Full Flavor,Regular,2010-08-06,Medium,Very Poor,Low,2
S_Divinorum,Benson and Hedges,Full Flavor,100s,2010-08-06,Very Strong,Pleasant,High,5
Jwalker,Camel,Crush,Regular,2010-08-08,Medium,Tolerable,High,3
grnshamrock77,Pall Mall,Straights,Unfiltered,2010-08-08,Strong,Pleasant,Very High,4
Tahiti,Marlboro,Smooth Menthol,Regular,2010-08-09,Strong,Very Pleasant,Very High,5
Ninel,Camel,Crush,Regular,2010-08-10,Medium,Pleasant,Fair,4
blksmoke,Newport,Full Flavor,100s,2010-08-12,Strong,Tolerable,High,4
nfonten,Marlboro,Menthol,Regular,2010-08-15,Weak,Tolerable,Fair,3
Tahiti,American Spirit,Menthol,Regular,2010-08-16,Very Strong,Tolerable,Very High,2
maverickman,Maverick,Full Flavor,Regular,2010-08-16,Very Strong,Very Pleasant,Very Low,5
S_Divinorum,Dunhill,Full Flavor (Red),Regular,2010-08-17,Strong,Very Pleasant,High,5
Lotus1990,Marlboro,Lights,Regular,2010-08-18,Medium,Very Pleasant,High,5
sometimesmoker17,Marlboro,Smooth Menthol,Regular,2010-08-18,Strong,Very Pleasant,Very High,4
TurkeyClub,Nat Sherman,Hint of Mint,Menthol,2010-08-18,Medium,Very Pleasant,High,5
TurkeyClub,Nat Sherman,Classic,Regular,2010-08-18,Strong,Very Pleasant,High,5
sometimesmoker17,Marlboro,Menthol Lights,Regular,2010-08-18,Weak,Pleasant,Fair,4
natalxis23,Camel,No. 9,Regular,2010-08-19,Medium,Very Pleasant,Fair,5
Lotus1990,Camel,Turkish Royal,Regular,2010-08-22,Medium,Pleasant,Fair,4
Karlee,Camel,No. 9,Regular,2010-08-24,Weak,Pleasant,High,3
Karlee,Parliament,Lights (White),Regular,2010-08-24,Medium,Very Pleasant,High,5
jobrien,Marlboro,Blend No. 54 Menthol,100s,2010-08-24,Strong,Pleasant,Fair,5
Karlee,Marlboro,Lights,Regular,2010-08-24,Medium,Pleasant,High,3
Lotus1990,Benson and Hedges,Full Flavor,100s,2010-08-25,Strong,Very Pleasant,Very High,5
layne87,Marlboro,Reds,Regular,2010-08-25,Weak,Very Pleasant,High,5
smoker09,KOOL,Milds,Regular,2010-08-26,Medium,Very Pleasant,Fair,4
MarkBrown,KOOL,Milds,Regular,2010-08-26,Medium,Tolerable,Fair,3
wildwest924,Newport,Menthol,100s,2010-08-26,Strong,Pleasant,High,4
lkelley,Sonoma,Full Flavor,Regular,2010-08-26,Very Strong,Very Pleasant,Very Low,5
wildwest924,Newport,Full Flavor,Regular,2010-08-26,Strong,Pleasant,High,4
wildwest924,Marlboro,Menthol,Regular,2010-08-26,Strong,Tolerable,High,3
wildwest924,Marlboro,Menthol,Regular,2010-08-26,Strong,Tolerable,High,3
wildwest924,Marlboro,Virginia Blend,Regular,2010-08-26,Strong,Poor,High,1
wildwest924,Newport,Full Flavor,100s,2010-08-26,Strong,Pleasant,High,4
ryanbader15,Camel,Crush,Regular,2010-08-28,Medium,Pleasant,Fair,5
smoker4life,Newport,Full Flavor,Regular,2010-08-28,Strong,Very Pleasant,Very High,5
cwn714,Camel,Menthol (Silver),Regular,2010-08-28,Strong,Very Pleasant,High,5
harobikes34,Lucky Strike,Classic,Unfiltered,2010-09-02,Very Strong,Pleasant,Very High,4
Jabalpuri,Marlboro,Reds,Regular,2010-09-04,Very Strong,Tolerable,High,4
Briezzy1,Marlboro,Smooth Menthol,Regular,2010-09-05,Strong,Very Pleasant,High,5
Ty92,Marlboro,Special Blend Red,Regular,2010-09-08,Medium,Tolerable,Fair,3
Ty92,American Spirit,Mediums,Regular,2010-09-08,Strong,Tolerable,Fair,3
squidman888,Camel,No. 9 Menthol,Regular,2010-09-09,Medium,Pleasant,Fair,4
squidman888,Marlboro,Smooth Menthol,Regular,2010-09-09,Strong,Tolerable,High,3
smoker4life,Newport,Full Flavor,Regular,2010-09-11,Strong,Very Pleasant,High,5
smoker4life,Benson and Hedges,Menthol,100s,2010-09-12,Strong,Pleasant,High,5
smoker4life,Camel,Crush,Regular,2010-09-12,Medium,Pleasant,Very High,5
smoker4life,Marlboro,Special Blend Gold Lights,Regular,2010-09-12,Weak,Tolerable,Very High,4
zonlyone,Marlboro,Lights,100s,2010-09-13,Weak,Very Poor,Fair,2
Djarumlover2121,Djarum,Black,Regular,2010-09-13,Strong,Very Pleasant,High,5
Djarumlover2121,Marlboro,72's,Regular,2010-09-13,Medium,Tolerable,Low,3
zonlyone,American Spirit,Lights,Regular,2010-09-13,Weak,Very Pleasant,Fair,5
sometimesmoker17,Camel,Crush,Regular,2010-09-13,Medium,Pleasant,Fair,5
Jon2thejon,American Spirit,Lights,Regular,2010-09-18,Weak,Pleasant,Very High,4
Jon2thejon,Pall Mall,Straights,Unfiltered,2010-09-18,Strong,Pleasant,High,5
pixie4,Pall Mall,Menthol,Regular,2010-09-18,Strong,Pleasant,Very High,5
Nico Bravo,Basic,Full Flavor,Regular,2010-09-19,Medium,Very Poor,Low,2
Nico Bravo,American Spirit,Mediums,Regular,2010-09-19,Medium,Tolerable,High,3
zach6848,Camel,Filters Full Flavor,Regular,2010-09-19,Strong,Very Pleasant,Fair,5
Nico Bravo,Pyramid,Full Flavor,Regular,2010-09-19,Weak,Poor,Very Low,1
Nico Bravo,Pall Mall,Full Flavor,Regular,2010-09-19,Medium,Very Poor,Low,2
Djarumlover2121,Camel,Filters Full Flavor,Regular,2010-09-19,Medium,Pleasant,Fair,5
Nico Bravo,Lucky Strike,Classic,Unfiltered,2010-09-19,Very Strong,Pleasant,High,4
Roof,Camel,Turkish Royal,Regular,2010-09-19,Medium,Very Pleasant,Fair,4
matt752,Djarum,Black,Regular,2010-09-20,Strong,Very Pleasant,Fair,5
jrdnjones,Marlboro,72's,Regular,2010-09-20,Very Weak,Very Pleasant,Low,5
digapwny,American Spirit,Perique,Regular,2010-09-22,Strong,Very Pleasant,Fair,4
digapwny,American Spirit,Full Flavor,Unfiltered,2010-09-22,Very Strong,Very Pleasant,Fair,5
digapwny,American Spirit,Organic,Regular,2010-09-22,Medium,Very Pleasant,Fair,4
tonalsmoker,Camel,Lights,Regular,2010-09-26,Medium,Very Pleasant,Fair,5
bizzby,KOOL,Menthol,100s,2010-09-26,Medium,Very Pleasant,Low,5
DrBro22,Camel,Turkish Royal,Regular,2010-09-27,Medium,Very Pleasant,High,4
DrBro22,American Spirit,Perique,Regular,2010-09-27,Strong,Pleasant,High,4
DrBro22,Marlboro,Smooth Menthol,Regular,2010-09-27,Medium,Very Pleasant,High,5
DrBro22,KOOL,Menthol,Regular,2010-09-27,Medium,Pleasant,Fair,4
cooljay78,Marlboro,Blend No. 27,Regular,2010-09-28,Strong,Pleasant,Low,3
Lotus1990,Camel,Turkish Gold,Regular,2010-09-28,Strong,Very Pleasant,High,4
Thrasher,L&M,Lights,Regular,2010-10-01,Medium,Pleasant,Very Low,4
Thrasher,Pall Mall,Full Flavor,Regular,2010-10-01,Medium,Tolerable,Low,4
seantheone,Benson and Hedges,Full Flavor,100s,2010-10-03,Very Strong,Very Pleasant,Fair,5
seantheone,Marlboro,Special Blend Red,Regular,2010-10-03,Strong,Very Poor,Fair,1
cathy26foh,Maverick,Full Flavor,100s,2010-10-07,Strong,Very Pleasant,Fair,5
jeffg,Marlboro,Skyline Menthol,Regular,2010-10-11,Very Weak,Tolerable,Fair,1
Austin420,Camel,Menthol (Silver),Regular,2010-10-11,Very Strong,Very Pleasant,High,4
Austin420,Marlboro,Reds,Regular,2010-10-11,Strong,Poor,Very Low,3
ksvon,Marlboro,Skyline Menthol,Regular,2010-10-11,Weak,Pleasant,Fair,3
smoker4life,Newport,Full Flavor,Regular,2010-10-11,Strong,Pleasant,Very High,5
recordguybrett,Pall Mall,Lights (Blue),Regular,2010-10-11,Medium,Tolerable,Very Low,3
recordguybrett,Virginia Slims,Luxury Lights,120s,2010-10-11,Weak,Very Pleasant,Low,5
Austin420,Newport,Full Flavor,100s,2010-10-11,Very Strong,Very Pleasant,Very High,5
recordguybrett,Newport,Full Flavor,100s,2010-10-11,Very Strong,Very Poor,High,1
Austin420,Camel,Wides Filters,Regular,2010-10-11,Very Strong,Very Pleasant,Fair,5
90base,Marlboro,Skyline Menthol,Regular,2010-10-12,Medium,Pleasant,High,4
Djarumlover2121,Camel,No. 9 Menthol,Regular,2010-10-12,Weak,Pleasant,Fair,4
georbele,Lucky Strike,Classic,Unfiltered,2010-10-13,Strong,Very Pleasant,High,5
abacabb,Marlboro,Skyline Menthol,Regular,2010-10-13,Weak,Pleasant,High,4
cigmaster7,Marlboro,Skyline Menthol,Regular,2010-10-13,Weak,Pleasant,Fair,4
ai,Marlboro,Skyline Menthol,Regular,2010-10-16,Strong,Pleasant,Fair,4
Lotus1990,Maverick,Full Flavor,Regular,2010-10-16,Strong,Tolerable,Low,4
Lotus1990,Marlboro,Skyline Menthol,Regular,2010-10-16,Medium,Pleasant,Low,4
Lotus1990,American Spirit,Ultra Lights,Regular,2010-10-16,Very Weak,Poor,Very High,1
thatkidwhosmokes,Marlboro,Skyline Menthol,Regular,2010-10-17,Medium,Pleasant,Low,4
ledpeppers,Marlboro,Blend No. 54 Menthol,100s,2010-10-17,Very Strong,Very Poor,Fair,2
ledpeppers,KOOL,Menthol,Regular,2010-10-17,Strong,Tolerable,Fair,4
deboSESSION,KOOL,XL Green,Regular,2010-10-17,Strong,Tolerable,High,3
thatkidwhosmokes,Marlboro,Blend No. 27,Regular,2010-10-17,Strong,Very Pleasant,Fair,5
Tahiti,Pall Mall,Menthol,100s,2010-10-17,Medium,Poor,Fair,2
thatkidwhosmokes,Parliament,Lights (White),Regular,2010-10-17,Medium,Tolerable,High,3
thatkidwhosmokes,Camel,Wides Filters,Regular,2010-10-17,Weak,Pleasant,Fair,5
thatkidwhosmokes,Camel,Turkish Royal,Regular,2010-10-17,Medium,Very Pleasant,Fair,5
ledpeppers,Marlboro,Smooth Menthol,Regular,2010-10-17,Medium,Pleasant,Low,4
ledpeppers,Pall Mall,Lights (Blue),100s,2010-10-17,Medium,Very Pleasant,Low,4
ledpeppers,Pall Mall,Full Flavor,100s,2010-10-17,Strong,Pleasant,Low,4
deboSESSION,Camel,No. 9 Menthol,Regular,2010-10-17,Medium,Very Pleasant,Fair,4
ledpeppers,Camel,Crush,Regular,2010-10-17,Medium,Tolerable,Fair,3
ledpeppers,Camel,Menthol (Silver),Regular,2010-10-17,Strong,Very Pleasant,Fair,5
ledpeppers,Camel,No. 9 Menthol,Regular,2010-10-17,Very Weak,Very Pleasant,Fair,3
ledpeppers,Camel,Turkish Royal,Regular,2010-10-17,Strong,Pleasant,Fair,4
ledpeppers,L&M,Lights,Regular,2010-10-17,Weak,Tolerable,Very Low,4
deboSESSION,Winston,Full Flavor,Regular,2010-10-17,Very Strong,Poor,High,2
deboSESSION,Newport,Full Flavor,100s,2010-10-17,Very Strong,Pleasant,Very High,4
ledpeppers,Marlboro,72's,Regular,2010-10-17,Strong,Pleasant,Fair,4
Rasenferno,Marlboro,Skyline Menthol,Regular,2010-10-17,Medium,Pleasant,Fair,4
deboSESSION,Marlboro,Menthol Milds,Regular,2010-10-17,Strong,Pleasant,High,5
ledpeppers,Marlboro,Reds,Regular,2010-10-17,Strong,Pleasant,High,4
deboSESSION,Camel,Crush,Regular,2010-10-17,Strong,Very Pleasant,High,4
deboSESSION,Marlboro,Skyline Menthol,Regular,2010-10-17,Medium,Pleasant,Low,4
ledpeppers,Djarum,Black,Regular,2010-10-17,Very Strong,Very Pleasant,Very High,4
thatkidwhosmokes,Djarum,Black,Regular,2010-10-17,Very Strong,Very Pleasant,Very High,5
bigdaddysmoker,Marlboro,Skyline Menthol,Regular,2010-10-18,Very Strong,Very Pleasant,Low,5
fayestack,Pall Mall,Menthol,100s,2010-10-18,Medium,Very Pleasant,Very High,5
Crazyhorse,American Spirit,Ultra Lights,Regular,2010-10-19,Very Weak,Tolerable,High,2
ai,Newport,Full Flavor,Regular,2010-10-21,Strong,Very Pleasant,Very High,5
fromtn,Marlboro,Skyline Menthol,Regular,2010-10-23,Medium,Pleasant,Fair,4
derrick phillips,Pall Mall,Full Flavor,100s,2010-10-24,Medium,Very Pleasant,Fair,4
morinmorin,Marlboro,Menthol,Regular,2010-10-25,Medium,Tolerable,Low,4
danitajohansen,Virginia Slims,Full Flavor,100s,2010-10-25,Strong,Pleasant,High,4
Lotus1990,Marlboro,Virginia Blend,Regular,2010-10-26,Strong,Very Pleasant,Fair,4
carlos garcia,KOOL,Milds,Regular,2010-10-26,Medium,Very Pleasant,Fair,5
Djarumlover2121,Camel,Crush,Regular,2010-10-27,Medium,Pleasant,Fair,4
